par_pctile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
0,1,Ivy Plus,1500,198900,.6978631324432562,.15555556,.3037037,.37037036,.54814816,.11851852,.14074074,.06666667,.12592593,.11851852,.45925927,61300,68000,135,52724,.0025605038
0,2,Other elite schools (public and private),1600,70300,.6594622465931186,.071100913,.21100917,.30733943,.50688076,.13073394,.11238532,.10321101,.146789,.13761468,.46559632,56400,62400,436,183973,.002369913
0,3,Highly selective public,1700,55500,.6238404666538749,.031319909,.14653245,.22930649,.38031319,.22706935,.12863535,.12639821,.1375839,.13199104,.43176734,43700,50400,894,393548,.0022716415
0,4,Highly selective private,1600,54000,.5926307843968924,.043307085,.16141732,.25984251,.38582677,.1456693,.13779527,.1456693,.18503937,.18110237,.42519686,41200,50900,254,134098,.0018941371
0,5,Selective public,1800,37500,.5367838940353047,.0069455407,.049881607,.1082873,.2273086,.23172849,.19715863,.18374112,.16006315,.14632991,.42241517,32000,37600,6335,1944082,.0032586074
0,6,Selective private,1800,42800,.5556441657902221,.014955812,.077498302,.14140041,.27464309,.21278042,.18490823,.17063223,.15703602,.14615907,.48946294,33200,39700,1471,486852,.0030214521
0,7,Nonselective four-year public,1900,28200,.4597004441066321,.0047586677,.021753909,.053025153,.12372535,.19646499,.23657376,.25288919,.1903467,.1753909,.35622028,22400,28700,1471,257854,.0057047787
0,8,Nonselective four-year private not-for-profit,1800,24700,.4202462587718486,.0035460994,.017730497,.05319149,.12411348,.11702128,.23049645,.29432625,.23404256,.21631205,.33687943,16700,23400,282,55947,.0050404849
0,9,Two-year (public and private not-for-profit),1800,25500,.4377993560688626,.0024925224,.016367564,.042455964,.11091725,.17156862,.23903289,.26404122,.21444002,.19449984,.32984379,19900,26600,12036,2021451,.0059541389
0,10,Four-year for-profit,1700,26100,.4490640268272269,.00093023258,.016744185,.046511628,.12279069,.17209302,.24744186,.26883721,.18883722,.16651163,.26511627,20400,25400,1075,126025,.0085300533
0,11,Two-year for-profit,1700,27300,.4650656687726157,.0027855153,.0083565461,.041782729,.12813371,.2005571,.25626743,.22841226,.18662952,.16155989,.29805014,23700,28800,359,42313,.0084843906
0,12,Less than two-year schools of any type,1900,16300,.3417715181834619,0,0,.012195121,.048780486,.048780486,.24390243,.40243903,.25609756,.24390244,.24390243,14000,18900,82,10121,.0081019662
0,13,Attending college with insufficient data,1800,23100,.4128457334028933,.0015547263,.01378524,.03368574,.085406303,.1453151,.24409203,.30897593,.21621062,.19879767,.28130183,17300,23100,9648,942344,.010238299
0,14.1,Late attender (ages 23-28),1900,16600,.3458246914197708,.00076452602,.0059985886,.016113855,.04181369,.093095742,.20818631,.37914607,.27775818,.23888497,.22494708,12200,16600,17004,1239448,.01371901
0,14.2,Never attended college (before year 2013),1800,11300,.2637584123325389,.00062399713,.0043858085,.01073275,.030005349,.063308969,.13289356,.26837227,.50541985,.47769657,.16808701,900,16000,56090,2866578,.019566884
1,1,Ivy Plus,4600,101800,.669679963488115,.11111111,.2962963,.4074074,.50617284,.074074075,.16049382,.17283951,.086419754,.061728396,.39506173,58700,63000,81,52724,.0015363023
1,2,Other elite schools (public and private),4900,73900,.6867897719578769,.060422961,.23564956,.35951662,.54078549,.14199395,.087613292,.10271903,.12688822,.12386707,.45921451,61000,68700,331,183973,.001799177
1,3,Highly selective public,4800,56600,.6438103205354755,.029411765,.13970588,.25245097,.42769608,.18504903,.14705883,.12990196,.11029412,.098039217,.45955884,46800,52200,816,393548,.0020734447
1,4,Highly selective private,4800,58900,.6314315952704024,.048076924,.13942307,.25,.42788461,.1826923,.13461539,.12019231,.13461539,.1298077,.40384614,48600,54100,208,134098,.0015511044
1,5,Selective public,4800,38300,.5460555080076773,.0068745003,.048281375,.1048761,.23053558,.23181455,.2148681,.18401279,.13876899,.12645884,.41023183,32700,37300,6255,1944082,.0032174569
1,6,Selective private,4800,39700,.5420353648161158,.01183432,.059171598,.11242604,.23816568,.22855029,.19378698,.17603551,.16346154,.14940828,.42973372,32700,38500,1352,486852,.0027770246
1,7,Nonselective four-year public,4800,28300,.4681974763388342,.0012224938,.018337408,.050733496,.13386309,.19559902,.23471883,.25488997,.18092909,.16687042,.349022,23300,29200,1636,257854,.0063446756
1,8,Nonselective four-year private not-for-profit,4800,24300,.4247924508461466,.0036496352,.02919708,.043795623,.094890513,.16058394,.25547445,.27372262,.21532847,.18613139,.33211681,18100,24400,274,55947,.0048974925
1,9,Two-year (public and private not-for-profit),4800,26000,.4403206965591439,.0020608751,.01521877,.042010147,.10914712,.18135701,.23367153,.26688331,.20894103,.18904565,.318643,20100,26500,12616,2021451,.0062410617
1,10,Four-year for-profit,4700,25300,.4426818977641382,.0018761726,.012195121,.040337712,.10600375,.17542215,.23921202,.29174483,.18761726,.16510318,.24015009,20100,25700,1066,126025,.0084586395
1,11,Two-year for-profit,4800,26000,.4375239991601801,.0025316456,.017721519,.043037973,.11392406,.1670886,.23544304,.28101265,.20253165,.18481012,.25569621,20000,26400,395,42313,.0093351929
1,12,Less than two-year schools of any type,4800,21000,.3744459786054855,.010416667,.010416667,.03125,.041666668,.10416666,.26041669,.36458334,.22916667,.21875,.30208334,16100,19500,96,10121,.0094852289
1,13,Attending college with insufficient data,4900,23900,.4232962792000009,.0010357328,.013360953,.035007767,.090005182,.15732782,.24205075,.30999482,.20062144,.17949249,.27560851,18000,23500,9655,942344,.010245727
1,14.1,Late attender (ages 23-28),4800,17700,.3449695733392026,.00084038323,.0047061462,.013390106,.039610062,.095243432,.20365286,.38719255,.27430108,.24141409,.21704297,12200,16500,17849,1239448,.014400765
1,14.2,Never attended college (before year 2013),4800,12300,.2761755313612191,.00050961907,.0044955681,.011047813,.029412299,.068762168,.14369437,.28922701,.46890414,.4385272,.171141,2600,16000,54943,2866578,.019166756
2,1,Ivy Plus,6900,124100,.7226841564840408,.13978495,.36559141,.4623656,.60215056,.12903225,.032258067,.096774198,.13978495,.13978495,.44086021,72900,83300,93,52724,.0017639026
2,2,Other elite schools (public and private),6900,71300,.6849871990380771,.059374999,.21562499,.30312499,.484375,.21249999,.090624996,.10625,.10625,.1,.41562501,53200,59200,320,183973,.0017393857
2,3,Highly selective public,6900,59300,.6343145286482917,.038036808,.13865031,.22453988,.39141104,.22822085,.13006136,.11656442,.13374233,.12269939,.45521471,46500,51900,815,393548,.0020709038
2,4,Highly selective private,7000,58900,.6403442689648297,.036437247,.1417004,.25910932,.42105263,.21052632,.1417004,.080971666,.14574899,.12550607,.50607288,47400,52400,247,134098,.0018419365
2,5,Selective public,6900,37600,.5451980327608639,.005873261,.047295209,.10386398,.22055641,.23987636,.21885626,.18315302,.13755795,.12488408,.41174653,32500,37000,6470,1944082,.0033280489
2,6,Selective private,6800,40000,.5525023227880884,.0073691965,.062638171,.1348563,.25350037,.22918202,.19233604,.17317612,.15180545,.13780399,.41709656,33700,38700,1357,486852,.0027872948
2,7,Nonselective four-year public,6900,28800,.4731858720718617,.001726122,.021288838,.048331413,.12888376,.21116225,.2347526,.24165708,.18354431,.16283084,.34867665,24900,29900,1738,257854,.0067402483
2,8,Nonselective four-year private not-for-profit,6900,27500,.4469279025044575,.0033222591,.026578072,.066445179,.1295681,.17940199,.20598006,.26245847,.22259136,.19601329,.37873754,19900,27100,301,55947,.0053800917
2,9,Two-year (public and private not-for-profit),6900,26100,.4446093218088227,.00099823391,.016969977,.045765184,.11241649,.17822315,.24187975,.26407126,.20340936,.18505721,.3281886,20700,26900,13023,2021451,.006442402
2,10,Four-year for-profit,6800,26600,.4519905091767439,.0024174054,.01853344,.049153909,.11442385,.17969379,.24093473,.28767124,.17727639,.15471394,.25705075,20800,26800,1241,126025,.0098472526
2,11,Two-year for-profit,6900,27000,.4546315061019243,.0026809652,.010723861,.04825737,.12600537,.16085792,.27613941,.23324397,.20375335,.17158177,.30563003,23300,27800,373,42313,.0088152578
2,12,Less than two-year schools of any type,6900,18100,.366272875682551,0,0,.019417476,.058252428,.067961164,.27184466,.36893204,.23300971,.2038835,.33980584,14500,18900,103,10121,.01017686
2,13,Attending college with insufficient data,6900,23700,.4233550702610741,.0016575159,.013674505,.031596396,.086087227,.14959081,.26199108,.30477571,.19755515,.17372838,.28177768,18500,23500,9653,942344,.010243605
2,14.1,Late attender (ages 23-28),6900,17100,.3536947442895178,.00067957869,.0057764184,.01563031,.042643562,.098255746,.21299128,.39092761,.25518179,.22494054,.22409107,13100,16900,17658,1239448,.014246665
2,14.2,Never attended college (before year 2013),6900,12900,.2826667738753654,.00053523312,.004540253,.011645934,.031652577,.072034992,.15006828,.29105607,.45518807,.42628548,.17981987,3600,16400,54182,2866578,.018901283
3,1,Ivy Plus,8400,113600,.7195289301646255,.14772728,.36363637,.47727275,.625,.079545453,.079545453,.045454547,.17045455,.15909091,.5,79000,93600,88,52724,.0016690692
3,2,Other elite schools (public and private),8600,69400,.6907593347139477,.056547619,.21726191,.33035713,.49404761,.18452381,.11011904,.11904762,.092261903,.083333336,.46428573,56600,60700,336,183973,.001826355
3,3,Highly selective public,8600,63800,.6576594785148163,.030405406,.14977477,.27027029,.4436937,.19707207,.1418919,.11036036,.10698199,.10022523,.46621624,48100,54800,888,393548,.0022563958
3,4,Highly selective private,8600,58100,.6221092662988874,.022421524,.11659193,.23766816,.39910313,.19282511,.16143498,.089686096,.15695068,.14798206,.41704035,46200,54800,223,134098,.001662963
3,5,Selective public,8600,39900,.5506430044320302,.0072684982,.04709987,.1069923,.22590493,.24625672,.21572903,.17662451,.13548481,.12240151,.40296555,33300,37700,6879,1944082,.0035384309
3,6,Selective private,8600,39700,.5561604764630372,.0075914427,.052449968,.12284335,.23809524,.25327811,.18978606,.17598343,.14285715,.13457556,.4299517,34400,40000,1449,486852,.0029762639
3,7,Nonselective four-year public,8600,29900,.4801244565291251,.0026795284,.028938906,.065916397,.14576635,.20900321,.22936763,.24115756,.17470525,.15809217,.3756699,24200,30100,1866,257854,.0072366535
3,8,Nonselective four-year private not-for-profit,8600,30500,.4800802006053398,.0076335878,.034351144,.080152668,.16412213,.17557251,.23664121,.26335877,.16030535,.13740458,.36641222,23500,29000,262,55947,.0046830038
3,9,Two-year (public and private not-for-profit),8500,26800,.4509413886954421,.0019983717,.019169565,.046184592,.11849605,.18525647,.23973058,.25912219,.19739471,.18066761,.32788098,21300,27300,13511,2021451,.0066838129
3,10,Four-year for-profit,8500,27300,.4578321105305955,.001607717,.018488746,.053054664,.1181672,.1977492,.23311897,.26768488,.18327974,.15996784,.26045015,21600,27300,1244,126025,.0098710572
3,11,Two-year for-profit,8500,27200,.4540477074584715,0,.024336282,.059734512,.13495576,.17035398,.23230088,.26106194,.20132743,.19026549,.28761062,21600,28200,452,42313,.010682296
3,12,Less than two-year schools of any type,8500,20400,.3907962036255147,0,.010204081,.010204081,.06122449,.1632653,.23469387,.30612245,.23469388,.22448979,.20408164,15500,23100,98,10121,.0096828379
3,13,Attending college with insufficient data,8600,24200,.4268358439864576,.0017348708,.013878968,.03408511,.087968156,.15971018,.25594449,.30176547,.1946117,.1736912,.2824778,18700,23800,9799,942344,.010398538
3,14.1,Late attender (ages 23-28),8600,17000,.3530366314905514,.00052521011,.005252101,.014822596,.041783378,.098272637,.21411064,.38468722,.26114613,.22764939,.22753268,12900,17100,17136,1239448,.01382551
3,14.2,Never attended college (before year 2013),8600,12800,.2864561400356128,.00043117994,.0045742565,.012073038,.034100708,.07335683,.15325634,.29211503,.44717109,.41865698,.1842263,4300,16600,53342,2866578,.01860825
4,1,Ivy Plus,10000,80900,.713004313875532,.091836736,.29591838,.44897959,.59183675,.14285715,.05102041,.06122449,.15306123,.14285715,.46938777,70700,78500,98,52724,.001858736
4,2,Other elite schools (public and private),9900,69900,.6773047321664837,.057591625,.22513089,.35078534,.48952881,.19109948,.089005239,.10994764,.12041885,.10994764,.45026177,54400,61900,382,183973,.0020763916
4,3,Highly selective public,10000,54100,.648253117296357,.012716764,.13641618,.24624278,.39768785,.23352602,.14219654,.11907514,.10751445,.098265901,.43005779,47700,51600,865,393548,.0021979529
4,4,Highly selective private,10000,65900,.6672489979887484,.041493777,.15352698,.31535271,.46473029,.20746888,.095435686,.099585064,.13278008,.11618257,.46887967,53000,62000,241,134098,.0017971931
4,5,Selective public,10000,41200,.5561635967981711,.0083114002,.051115111,.10957196,.23826015,.24671006,.20944728,.17204599,.1335365,.12120792,.40227178,34000,38300,7219,1944082,.0037133207
4,6,Selective private,9900,41500,.5660969452755768,.0067114094,.066442952,.13892618,.2738255,.22147651,.19798657,.16442953,.14228188,.13154362,.45302013,35100,40200,1490,486852,.0030604783
4,7,Nonselective four-year public,9900,29300,.4801101963109111,0,.021414343,.062749006,.13944224,.19671315,.26643425,.22908366,.16832669,.15388446,.35159361,24900,30200,2008,257854,.0077873524
4,8,Nonselective four-year private not-for-profit,10000,28200,.453802402069917,.0071684592,.028673837,.053763442,.13620073,.17562725,.20788531,.29390681,.18637992,.16845879,.33691758,19100,26000,279,55947,.0049868627
4,9,Two-year (public and private not-for-profit),9900,27200,.4578832145907753,.001834593,.016804872,.044837452,.12145006,.19578777,.24187276,.24899097,.19189844,.17421296,.33712482,22500,28400,13627,2021451,.0067411973
4,10,Four-year for-profit,9900,26500,.4578268921827772,.0016764459,.015926236,.041072924,.10058676,.1969824,.27326068,.25649622,.17267393,.15255658,.27577534,22700,27300,1193,126025,.0094663762
4,11,Two-year for-profit,10000,29400,.4782812308832063,.0024691357,.027160496,.046913579,.14320987,.2,.23703703,.24691358,.17283951,.15061729,.27901235,23300,28800,405,42313,.0095715262
4,12,Less than two-year schools of any type,10100,19800,.3783453531195822,0,0,.016129032,.064516135,.13709678,.23387097,.29032257,.27419356,.26612905,.27419356,13000,24200,124,10121,.012251753
4,13,Attending college with insufficient data,10000,24900,.4345301372134875,.0019721922,.015284489,.037175819,.092495807,.1663544,.25451139,.29947737,.18716103,.1673405,.28626367,19400,24400,10141,942344,.010761463
4,14.1,Late attender (ages 23-28),10000,17800,.3620385594786135,.00029232926,.0054373248,.015493452,.045486435,.10383536,.22521047,.37973574,.24573199,.21544668,.23485734,13500,17500,17104,1239448,.013799692
4,14.2,Never attended college (before year 2013),10000,13100,.2899891096110335,.00049620215,.0049047675,.013111187,.035974655,.076739572,.15510134,.2882171,.44396731,.41633269,.19288903,4600,16900,52398,2866578,.018278938
5,1,Ivy Plus,11200,87600,.7370276653045096,.0989011,.31868133,.45054945,.63736266,.0989011,.0989011,.032967035,.13186814,.13186814,.49450552,69300,79300,91,52724,.0017259693
5,2,Other elite schools (public and private),11300,75500,.6536519437580171,.059347183,.20474777,.35014838,.49851632,.12462908,.097922847,.15727003,.12166172,.11275964,.39465874,55600,64200,337,183973,.0018317905
5,3,Highly selective public,11200,54300,.6265636636047782,.029504742,.11591148,.23603794,.37091675,.22128557,.15911485,.13066386,.11801896,.11064278,.46048471,43400,47800,949,393548,.0024113958
5,4,Highly selective private,11300,59900,.6542801238560568,.026666665,.17777778,.25777778,.44888887,.17333333,.13777778,.12,.12,.11111111,.47555557,49200,57400,225,134098,.0016778774
5,5,Selective public,11200,38600,.5452040106884601,.0057244105,.049611557,.10862751,.22815865,.23361047,.21780019,.18059152,.13983917,.12675481,.41597384,32200,36800,7337,1944082,.0037740178
5,6,Selective private,11200,42600,.5774427070990604,.0097719869,.066449508,.13941368,.27947882,.24820846,.18566775,.14071661,.14592834,.12833877,.44885993,37100,42000,1535,486852,.003152909
5,7,Nonselective four-year public,11200,28800,.4758563877556766,.0023946359,.019636014,.053639848,.12739463,.20689656,.25191572,.24808429,.16570881,.15469348,.35296935,24800,29500,2088,257854,.0080976058
5,8,Nonselective four-year private not-for-profit,11200,28300,.4672747074272816,0,.01754386,.056140352,.13333333,.20701754,.2385965,.22456141,.19649123,.17894737,.36491227,23200,28500,285,55947,.0050941068
5,9,Two-year (public and private not-for-profit),11200,26900,.4551516449456974,.0014567703,.016024474,.043120403,.11559472,.19396897,.24328065,.25711995,.19003569,.17211741,.33920899,22100,27900,13729,2021451,.0067916559
5,10,Four-year for-profit,11100,25500,.4464783348500854,0,.017215569,.036676645,.091317363,.19760479,.25,.2769461,.18413174,.16841318,.24700598,21100,27000,1336,126025,.010601072
5,11,Two-year for-profit,11100,28400,.4657589811030861,.0023474179,.018779343,.049295776,.12910798,.20187794,.23943661,.24647887,.18309858,.17605634,.24178404,24000,29600,426,42313,.010067828
5,12,Less than two-year schools of any type,11200,20100,.3845223081895512,0,0,.028037384,.056074768,.12149533,.28037384,.25233644,.28971961,.27102804,.26168224,16500,25000,107,10121,.010572078
5,13,Attending college with insufficient data,11300,25300,.4373480036611304,.0029790504,.014318663,.037958872,.10032673,.16192581,.25600615,.29867384,.18306746,.16375169,.29482991,19600,24400,10406,942344,.011042677
5,14.1,Late attender (ages 23-28),11200,17700,.3621622657769014,.00035404495,.0053696819,.01599103,.043724552,.10574143,.22493656,.37782499,.24777247,.21602644,.23726913,13600,17700,16947,1239448,.013673022
5,14.2,Never attended college (before year 2013),11200,13500,.2942539765120703,.0005794302,.0051376144,.01361661,.036677934,.079671659,.16166103,.28463545,.43735394,.41056493,.19658136,5300,17400,51775,2866578,.018061604
6,1,Ivy Plus,12300,105300,.7232191802266724,.078651682,.30337077,.43820223,.60674155,.10112359,.11235955,.056179777,.12359551,.11235955,.50561798,71400,79700,89,52724,.0016880358
6,2,Other elite schools (public and private),12300,68200,.6785339350894648,.049723756,.20718232,.31215468,.51381218,.1519337,.12707183,.091160223,.1160221,.10497238,.43922651,55100,62000,362,183973,.0019676799
6,3,Highly selective public,12300,57100,.6571153079098537,.027542373,.14512712,.24258474,.41419491,.23411018,.13559322,.1154661,.1006356,.097457632,.46927968,49000,52400,944,393548,.0023986909
6,4,Highly selective private,12300,60500,.6752213249878896,.028340081,.16194332,.2631579,.45748988,.23076923,.10931174,.08906883,.11336032,.10526316,.45344129,52400,58500,247,134098,.0018419365
6,5,Selective public,12300,39700,.5501933262868796,.0081783403,.048410498,.10328452,.2222662,.25194564,.21263686,.17359187,.13955942,.12544519,.41986546,33300,37500,7581,1944082,.0038995268
6,6,Selective private,12300,42000,.5673587845411985,.0085190041,.064875491,.12909567,.2778506,.2300131,.18414155,.16710354,.14089122,.12778506,.41874182,36000,41200,1526,486852,.0031344227
6,7,Nonselective four-year public,12300,30700,.4921825789777397,.0031404216,.021085689,.056527592,.14131898,.22386721,.25392553,.22431584,.15657245,.14221625,.35397038,26300,31200,2229,257854,.0086444262
6,8,Nonselective four-year private not-for-profit,12300,28600,.4738480936127655,0,.020080321,.064257026,.14859438,.20481928,.19277108,.27710843,.17670684,.15662651,.39759037,23500,30600,249,55947,.0044506406
6,9,Two-year (public and private not-for-profit),12300,26900,.4557157106970153,.001559178,.017434444,.044153083,.1167966,.19305457,.24528703,.25577605,.18908575,.17051737,.34535789,22000,28000,14110,2021451,.0069801346
6,10,Four-year for-profit,12200,27100,.4627175296314595,.000746826,.016430171,.041075431,.11874533,.1837192,.25840178,.26885736,.17027633,.15235251,.25466767,22500,27300,1339,126025,.010624876
6,11,Two-year for-profit,12300,30800,.4926222722638207,.0071428572,.023809524,.061904762,.13333333,.21666667,.26428571,.24285714,.14285715,.12142857,.26428571,25300,29200,420,42313,.0099260276
6,12,Less than two-year schools of any type,12300,25500,.446160827589637,0,.01010101,.02020202,.12121212,.17171717,.25252527,.27272728,.18181819,.15151516,.24242425,21400,25200,99,10121,.0097816419
6,13,Attending college with insufficient data,12400,24800,.4345007148246678,.0015647922,.013300734,.034816626,.090268947,.16264059,.26180929,.30396089,.18132029,.16391198,.3040587,19500,24400,10225,942344,.010850603
6,14.1,Late attender (ages 23-28),12300,18100,.3659265562829209,.00077802385,.0062241904,.015201389,.04584356,.10922258,.22802083,.37710217,.23981088,.20874977,.24735172,13800,17900,16709,1239448,.013481001
6,14.2,Never attended college (before year 2013),12300,13600,.2968704635607458,.00056370883,.0051705707,.013218,.035766352,.081815533,.16559432,.28902712,.42779669,.40248808,.20215763,5800,17400,51445,2866578,.017946485
7,1,Ivy Plus,13300,81400,.6647666544565148,.079545453,.27272728,.375,.52272731,.125,.045454547,.13636364,.17045455,.15909091,.47727275,60000,73000,88,52724,.0016690692
7,2,Other elite schools (public and private),13400,77200,.7003767039708493,.058495823,.2172702,.35376045,.52924794,.16713092,.097493038,.094707519,.11142061,.10584959,.45961004,58300,66300,359,183973,.0019513733
7,3,Highly selective public,13400,55700,.6361364813119397,.023379384,.141339,.23804463,.41339001,.19553667,.1466525,.12327311,.12114772,.10626993,.47396386,46700,52700,941,393548,.002391068
7,4,Highly selective private,13300,62500,.684099741642498,.034482758,.1724138,.30689654,.47241381,.21724138,.10689655,.10344828,.1,.093103454,.46206897,53000,58300,290,134098,.0021625976
7,5,Selective public,13300,39500,.5600139392278551,.0072793448,.049135577,.11360978,.23644872,.25100741,.21461068,.16950475,.12842844,.1167295,.42974132,34300,38100,7693,1944082,.0039571375
7,6,Selective private,13400,41700,.5747467219384687,.0088663707,.063331224,.13299556,.26155794,.25015834,.20519316,.15832806,.12476251,.11526282,.45915136,35800,40100,1579,486852,.0032432855
7,7,Nonselective four-year public,13300,28900,.4820177189714476,.00087873463,.019332161,.044376098,.11379614,.22012302,.27108964,.24253076,.15246046,.13620387,.35281196,25400,28900,2276,257854,.0088267
7,8,Nonselective four-year private not-for-profit,13400,27400,.4551663874253419,0,.023489932,.060402684,.12080537,.17449665,.25503355,.25838926,.19127516,.17449664,.3657718,21700,26600,298,55947,.0053264699
7,9,Two-year (public and private not-for-profit),13300,27700,.46033426482383,.0023708248,.019942822,.04929921,.12565371,.18778329,.24579877,.253748,.18701625,.17035075,.35506588,22400,28200,14341,2021451,.0070944089
7,10,Four-year for-profit,13300,26500,.4518045313684217,.001540832,.017719569,.047765791,.10708783,.17411403,.27426809,.25577813,.18875192,.16872111,.27041602,21700,27100,1298,126025,.010299544
7,11,Two-year for-profit,13300,26800,.4588430835435634,0,.016166281,.034642033,.1108545,.2078522,.25173211,.23556581,.19399539,.17321017,.31177828,23300,29200,433,42313,.010233262
7,12,Less than two-year schools of any type,13300,17400,.3570130491225226,0,0,0,.022727273,.13636364,.30681819,.26136363,.27272728,.27272728,.35227272,12000,22500,88,10121,.0086947931
7,13,Attending college with insufficient data,13400,25200,.4372764037472946,.0017938067,.013311934,.036442596,.092239425,.168429,.25774169,.29767749,.18391238,.16578551,.30192599,19900,25100,10592,942344,.011240057
7,14.1,Late attender (ages 23-28),13400,18500,.370677403030792,.00077975047,.0062380037,.015774952,.047804702,.11558301,.2296665,.37122121,.23572457,.20573416,.25131959,14000,18300,16672,1239448,.013451149
7,14.2,Never attended college (before year 2013),13400,14000,.3005591284091956,.00077035517,.0053924862,.014399716,.037964683,.083613165,.16930036,.28339192,.42572987,.399281,.20544779,6200,17900,50626,2866578,.017660778
8,1,Ivy Plus,14300,90500,.7250687949644498,.10309278,.35051546,.48453608,.60824746,.11340206,.092783503,.041237112,.14432991,.14432991,.48453608,75400,88200,97,52724,.0018397694
8,2,Other elite schools (public and private),14400,73400,.6886027563371517,.080310881,.20984456,.3341969,.49740934,.19948186,.098445594,.10103627,.10362694,.095854923,.48186529,54800,59700,386,183973,.002098134
8,3,Highly selective public,14300,58000,.646842878774008,.036036037,.13713714,.24024025,.4044044,.23823823,.12512513,.11711711,.11511511,.10910911,.46246246,46800,52500,999,393548,.0025384452
8,4,Highly selective private,14300,53600,.6355175100484718,.021459227,.13304721,.21459226,.39914164,.22746781,.13304721,.098712444,.1416309,.12017167,.48927039,48400,52800,233,134098,.0017375352
8,5,Selective public,14300,40900,.5552010985190728,.0056352457,.050589141,.11065574,.23219775,.24436475,.21862192,.17405225,.13076332,.11936475,.4258453,33500,37900,7808,1944082,.0040162914
8,6,Selective private,14300,40400,.5607364000249723,.011508177,.059357967,.12113871,.26105389,.2247123,.2053301,.16777711,.14112659,.12658994,.45851001,34300,39500,1651,486852,.0033911744
8,7,Nonselective four-year public,14300,29500,.4792283849581034,.003684938,.02303086,.0561953,.13542147,.21418701,.23583601,.24596959,.16858591,.15384616,.36665133,24700,30000,2171,257854,.0084194932
8,8,Nonselective four-year private not-for-profit,14300,29800,.4846781604321961,.0037037036,.014814815,.048148148,.14814815,.2,.26296297,.22592592,.16296296,.15185185,.33703706,25500,29800,270,55947,.0048259962
8,9,Two-year (public and private not-for-profit),14300,29500,.4641724613322462,.0017971935,.018663164,.049837559,.12497408,.195272,.25174534,.24517868,.18282989,.16458146,.3581945,23100,28200,14467,2021451,.0071567404
8,10,Four-year for-profit,14300,27500,.4633410909070156,.0014992504,.02023988,.041229386,.12368816,.18665667,.26161918,.24437781,.18365818,.16491754,.26386806,23200,27500,1334,126025,.010585201
8,11,Two-year for-profit,14200,27500,.4676384531994072,0,.01635514,.046728972,.11915888,.20560747,.23831776,.27102804,.16588785,.14485981,.30373833,23000,28800,428,42313,.010115094
8,12,Less than two-year schools of any type,14200,30200,.455000249470638,.0091743125,.04587156,.0733945,.12844037,.17431192,.23853211,.23853211,.22018349,.18348624,.27522936,23300,26700,109,10121,.010769687
8,13,Attending college with insufficient data,14400,25800,.4439930553195288,.0015088646,.015277254,.039607693,.10005658,.17361373,.26254243,.28215769,.18162958,.16182573,.30092418,20900,25800,10604,942344,.011252791
8,14.1,Late attender (ages 23-28),14300,18400,.3698321379605096,.00047781161,.0055545601,.015887236,.047422804,.11192738,.23585975,.36588424,.23890582,.21089411,.25132892,14000,18500,16743,1239448,.013508433
8,14.2,Never attended college (before year 2013),14300,14200,.3034975691227506,.00053706759,.0054502417,.013824518,.038092017,.087064631,.17194121,.28385016,.41905198,.39263621,.20840213,6600,18000,50273,2866578,.017537635
9,1,Ivy Plus,15300,98700,.7434396374594495,.1375,.34999999,.53750002,.67500001,.0625,.025,.1125,.125,.1125,.4375,80900,93500,80,52724,.0015173355
9,2,Other elite schools (public and private),15300,71800,.6784567321694659,.073770493,.22131146,.3251366,.48360655,.17759563,.12295082,.092896171,.12295082,.1147541,.46174863,52600,62400,366,183973,.0019894224
9,3,Highly selective public,15300,56600,.644793939747539,.030937215,.13830756,.24385805,.41492265,.21201092,.13921748,.11919927,.11464968,.11010009,.49044585,46400,53400,1099,393548,.0027925437
9,4,Highly selective private,15300,59300,.6551793298966468,.038167939,.16412213,.26717559,.45801526,.16030535,.13740459,.13358779,.11068702,.095419846,.48854962,51900,55300,262,134098,.0019537951
9,5,Selective public,15300,39200,.5555984559655305,.0073846155,.051323079,.11089231,.23126154,.24726154,.21981539,.16738461,.13427693,.12295385,.42547691,33700,38200,8125,1944082,.0041793506
9,6,Selective private,15300,41700,.5711074205501373,.00987045,.059839606,.12893276,.26711905,.25107959,.18753855,.16286243,.13140036,.12214682,.47995067,36500,40800,1621,486852,.0033295539
9,7,Nonselective four-year public,15200,29000,.4804566078682074,.001310616,.018785495,.048055921,.13018785,.20838794,.27348188,.23023154,.15771079,.14941022,.35605067,25400,30000,2289,257854,.0088771163
9,8,Nonselective four-year private not-for-profit,15300,25400,.4452736699427328,0,.010380623,.031141868,.089965396,.19031142,.25605536,.25605536,.20761245,.183391,.37024221,22600,28300,289,55947,.005165603
9,9,Two-year (public and private not-for-profit),15200,27400,.4618076730624101,.0019856214,.015679562,.044573776,.12235536,.19109894,.25443342,.25285861,.17925368,.16193084,.36466965,22800,27900,14605,2021451,.0072250082
9,10,Four-year for-profit,15200,26500,.4556571792651889,.0007751938,.01627907,.042635657,.10620155,.18604651,.27054265,.26046512,.17674419,.15736434,.275969,22500,26600,1290,126025,.010236064
